


Hybrid
Population Size	Top N to mate
 Number of Generations	Energy	Initial Temperature	Decrement Amount
1000	650	120	306	2000	100.0
1000	650	120	309	2000	150.0
1000	650	120	310	2000	200.0
1000	650	120	334	2000	250.0
1000	650	120	308	3000	50.0
1000	650	120	291	3000	100.0
1000	650	120	297	3000	150.0
1000	650	120	334	3000	200.0
1000	650	120	325	3000	250.0
1000	650	120	298	4000	50.0
1000	650	120	293	4000	100.0
1000	650	120	303	4000	150.0
1000	650	120	316	4000	200.0
1000	650	120	314	4000	250.0
1000	650	120	297	5000	50.0
1000	650	120	304	5000	100.0
1000	650	120	311	5000	150.0
1000	650	120	290	5000	200.0
1000	650	120	306	5000	250.0
1000	650	120	315	6000	50.0
1000	650	120	310	6000	100.0
1000	650	120	310	6000	150.0
1000	650	120	303	6000	200.0
1000	650	120	319	6000	250.0
1000	650	150	309	2000	50.0
1000	650	150	313	2000	100.0
1000	650	150	313	2000	150.0
1000	650	150	322	2000	200.0
1000	650	150	322	2000	250.0
1000	650	150	286	3000	50.0
1000	650	150	285	3000	100.0
1000	650	150	305	3000	150.0
1000	650	150	311	3000	200.0
1000	650	150	323	3000	250.0
1000	650	150	302	4000	50.0
1000	650	150	306	4000	100.0
1000	650	150	290	4000	150.0
1000	650	150	320	4000	200.0
1000	650	150	322	4000	250.0
1000	650	150	321	5000	50.0
1000	650	150	319	5000	100.0
1000	650	150	306	5000	150.0
1000	650	150	304	5000	200.0
1000	650	150	320	5000	250.0
1000	650	150	284	6000	50.0
1000	650	150	322	6000	100.0
1000
